Tech,Name,Type,Unit,,,,,,,,,,,,,,,
h2_dri_eaf,Capacity Factor,capacity,%,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
h2_dri_eaf,Steel Slab,capacity,mtpy,1953600,1855920,1758240,1660560,1562880,1465200,1367520,1269840,1162077.47,976800,879120,781440,683760,586080,488400
h2_dri_eaf,EAF & Casting,capital,2022 $,260255522.8,254238851.7,248047319.7,241665683.2,235076376.8,228258989.6,221189578.3,213839753.4,205364842.6,189727496.6,180827659.3,171371781.1,161248239.8,150302860.7,138312234.7
h2_dri_eaf,Shaft Furnace,capital,2022 $,189167703.1,180245439.2,171339493.9,162448492.9,153570754.7,144704212.1,135846309.2,126993862.1,117229159.8,100423410.7,91539783.55,82625838.87,73665745.24,64636998.8,55506165.19
h2_dri_eaf,Oxygen Supply,capital,2022 $,19803012.38,19156134.82,18497276.17,17825524.6,17139840.36,16439028.46,15721703.48,14986243.13,14151511.46,12649792.98,11818078.61,10953276.74,10049616.88,9099314.638,8091391.698
h2_dri_eaf,H2 Pre-heating,capital,2022 $,12748756.83,12194648.33,11636658.34,11074540.3,10508016.47,9936771.729,9360445.679,8778622.438,8129781.283,6994858.784,6385188.139,5766411.648,5137214.284,4495870.843,3840025.155
h2_dri_eaf,Cooling Tower,capital,2022 $,24211545.45,23436000.52,22645521.65,21838964.04,21015021.6,20172192.55,19308734.81,18422607.29,17415796.02,15601435.51,14594752.86,13546545,12449519.48,11293828.55,10065567.56
h2_dri_eaf,Piping,capital,2022 $,70654088.85,68365967.71,66048982.85,63700332.79,61316781.93,58894562.17,56429244.11,53915565.49,51078684.26,46013679.72,43226867.91,40340339.97,37333250.44,34176804.85,30829299.67
h2_dri_eaf,Electrical & Instrumentation,capital,2022 $,47102725.9,45577311.81,44032655.23,42466888.53,40877854.62,39263041.45,37619496.07,35943710.32,34052456.17,30675786.48,28817911.94,26893559.98,24888833.62,22784536.57,20552866.45
h2_dri_eaf,"Buildings, Storage, Water Service",capital,2022 $,118358421.5,113599926,108791050.9,103928415.2,99008197.5,94026046.36,88976966.75,83855171.16,78112171.69,67979062.02,62484050.6,56865276.8,51103847.67,45174792.69,39043718.36
h2_dri_eaf,Other Miscellaneous Cost,capital,2022 $,47102725.9,45577311.81,44032655.23,42466888.53,40877854.62,39263041.45,37619496.07,35943710.32,34052456.17,30675786.48,28817911.94,26893559.98,24888833.62,22784536.57,20552866.45
h2_dri,Capacity Factor,capacity,%,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
h2_dri,Steel Slab,capacity,mtpy,1953600,1855920,1758240,1660560,1562880,1465200,1367520,1269840,1162077.47,976800,879120,781440,683760,586080,488400
h2_dri,Steel Liquid,capacity,mtpy,2000000,1900000,1800000,1700000,1600000,1500000,1400000,1300000,1189678,1000000,900000,800000,700000,600000,500000
h2_dri,Pig Iron,capacity,mtpy,2328689.051,2212254.598,2095820.146,1979385.693,1862951.241,1746516.788,1630082.336,1513647.883,1385195.066,1164344.526,1047910.073,931475.6204,815041.1679,698606.7153,582172.2628
h2_dri,EAF & Casting,capital,2022 $,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
h2_dri,Shaft Furnace,capital,2022 $,189390550.8,180465334.6,171556319.8,162662120.4,153781041.3,144910999.5,136049420.3,127193097.1,117423853.5,100609508.1,91720852.25,82801446.65,73835360.85,64799950.79,55661572.89
h2_dri,Oxygen Supply,capital,2022 $,13343949.9,12915276.82,12478447.69,12032836.22,11577727.75,11112300.32,10635600.23,10146509.77,9590962.663,8590229.013,8035204.66,7457451.766,6852966.973,6216340.633,5539928.599
h2_dri,H2 Pre-heating,capital,2022 $,12748756.83,12194648.33,11636658.34,11074540.3,10508016.47,9936771.729,9360445.679,8778622.438,8129781.283,6994858.784,6385188.139,5766411.648,5137214.284,4495870.843,3840025.155
h2_dri,Cooling Tower,capital,2022 $,21190954.21,20515950.93,19827895.04,19125783.63,18408472.21,17674644.5,16922773.21,16151068.41,15274139.21,13693464.2,12816205.63,11902557.23,10946107.5,9938192.428,8866568.634
h2_dri,Piping,capital,2022 $,30392341.75,29048457.94,27702678.21,26354542.59,25003512.82,23648954.17,22290111.66,20926078.37,19413897.55,16790455.92,15391628.85,13978482.46,12547251.51,11092719.52,9607326.862
h2_dri,Electrical & Instrumentation,capital,2022 $,20261561.16,19365638.63,18468452.14,17569695.06,16669008.54,15765969.44,14860074.44,13950718.91,12942598.37,11193637.28,10261085.9,9318988.307,8364834.337,7395146.345,6404884.575
h2_dri,"Buildings, Storage, Water Service",capital,2022 $,67979062.02,65246024.09,62484050.6,59691199.81,56865276.8,54003782.39,51103847.67,48162148.58,44863661.56,39043718.36,35887663.07,32660524.96,29351452.87,25946105.02,22424727.53
h2_dri,Other Miscellaneous Cost,capital,2022 $,20261561.16,19365638.63,18468452.14,17569695.06,16669008.54,15765969.44,14860074.44,13950718.91,12942598.37,11193637.28,10261085.9,9318988.307,8364834.337,7395146.345,6404884.575
ng_dri_eaf,Capacity Factor,capacity,%,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
ng_dri_eaf,Steel Slab,capacity,mtpy,1953600,1855920,1758240,1660560,1562880,1465200,1367520,1269840,1189722,976800,879120,781440,683760,586080,488400
ng_dri_eaf,EAF & Casting,capital,2022 $,257484642.6,251532029.6,245406417.4,239092724.7,232573573.1,225828769,218834624.1,211563051.2,205368306,187707511.9,178902429.1,169547225.5,159531467.2,148702621,136839656.4
ng_dri_eaf,Shaft Furnace,capital,2022 $,165527681,160054337.4,154481860.4,148802740.6,143008418.3,137089060.4,131033271.8,124827716,119615081.2,105137857.9,98138556.42,90866839.64,83275476.47,75300822.77,66853240.14
ng_dri_eaf,Oxygen Supply,capital,2022 $,13734411.21,13286338.24,12829949.23,12364610.84,11889600.84,11404089.11,10907113.21,10397546.05,9969266.546,8778527.165,8202117.982,7602726.696,6976342.098,6317552.322,5618723.867
ng_dri_eaf,Reformer,capital,2022 $,155515479.7,150412197,145214142.4,139914133.2,134503982.3,128974285,123314143,117510801.7,112633449.3,99074627.27,92512331.92,85689569.9,78561196.09,71066388.76,63119505.7
ng_dri_eaf,Recycle Compressor,capital,2022 $,28009339.48,27007639.45,25990524.82,24956880.8,23905440.91,22834755.43,21743150.7,20628675.8,19695901.24,17122673.3,15888531.24,14613877.46,13292025.9,11914037.38,10467435.02
ng_dri_eaf,Cooling Tower,capital,2022 $,16524489.01,15997098.2,15459524.15,14910985.05,14350588.81,13777309.51,13189956.87,12587136.09,12080000.14,10667564.33,9982444.377,9268960.317,8522120.373,7735180.647,6898613.857
ng_dri_eaf,Piping,capital,2022 $,90856917.47,88235300.53,85556351.08,82815434.77,80007241.31,77125636.47,74163469.32,71112316.96,68536326.07,61313421.04,57781339.33,54080687.4,50180016.81,46036400.54,41588462.91
ng_dri_eaf,Electrical & Instrumentation,capital,2022 $,60571278.32,58823533.68,57037567.39,55210289.85,53338160.87,51417090.98,49442312.88,47408211.31,45690884.05,40875614.03,38520892.89,36053791.6,33453344.54,30690933.7,27725641.94
